product ,Price,Grocery store,Location,District
Milk,40.25,Jumbo,"Jumbo, Av. Santa Fe 4950, C1425 BHY, Buenos Aires, Argentina",Monserrat
Milk,44.29,Supermercados Día,"Jumbo, Guardia Vieja 4558, C1192 CABA, Argentina",Palermo
Milk,68.99,Supermercados Día,"Supermercados Día, Buenos Aires, Paraguay 788, C1057 AAJ, Argentina",Palermo
Milk,170,Carrefour,"Supermercados Día, Buenos Aires, Defensa 748, C1065 AAN, Argentina",Recoleta 
Milk,18.08,Carrefour,"235, New Taipei City, Zhonghe District, Section 2, Zhongshan Road, 295號B1",Recoleta 
Milk,330,Carrefour,"Carrefour, No. 1, Guilin Road, Wanhua District, Taipei City, Taiwan 108",Monserrat
Milk,170,Carrefour,"Carrefour, 100, Taiwan, Taipei City, Zhongzheng District, Section 2, Jinan Road, 46號B1",Colegiales
Milk,324,Carrefour,"Carrefour, No. 276號, Jinzhou Street, Zhongshan District, Taipei City, Taiwan 10477",Almagro
Milk,68.99,Supermercados Día,"Carrefour, No. 499-1, Zhonghe Road, Yonghe District, New Taipei City, Taiwan 234",Monserrat
Milk,,,"Sarmiento 3978, C1425 FGQ, Argentina",Palermo
Milk,60,Jumbo,,Monserrat
Milk,45,Carrefour,"Arenales 870, C1061 CABA",Palermo
Milk,51,Carrefour,"Carrefour Market, Av. Santa Fe 1954, C1123 CABA, Argentina",Palermo
Milk,46,Supermercados Día,"Carrefour Market, Vicente López 1676, C1018 ABB, Buenos Aires, Argentina",Palermo
Milk,60,Jumbo,"Supermercados Día, Fitz Roy 2292, C1425 FVD, Buenos Aires, Argentina",Almagro
Milk,40.25,Supermercados Día,"Av. Acoyte 702, C1405 BGS, Buenos Aires",Palermo
Milk,45,Supermercados Día,"Supermercados Día, Av. Rivadavia 3566, C1204 AAN, Buenos Aires, Argentina",
Milk,45.77,Carrefour,"Av. Gaona 1290, Buenos Aires",Retiro
Milk,49.99,Supermercados Día,"Carrefour Market, Av. Córdoba 1631, C1055 CABA, Argentina",Villa Crespo
Milk,70,Supermercados Día,"Supermercados Día, Av. Rivadavia 674, C1002 AAR, Buenos Aires, Argentina",Zhonghe District
Milk,70,Carrefour,"Supermercados Día, Buenos Aires, Raúl Scalabrini Ortíz 3170, C1425 DBZ, Argentina",Wanhua District
Milk,69,Carrefour,"Carrefour Market, Raúl Scalabrini Ortíz 3128, C1425 CABA, Argentina",Zhonghe District
Milk,65,Jumbo,"Av. Córdoba 2529, C1120 CABA",Zhonghe District
Milk,52.5,Supermercados Día,"Av. Gral. Las Heras 2564, C1425ASP CABA",Yonghe Distric
Milk,52.5,Supermercados Día,"Supermercados Día, Av. Rivadavia 1177, C1033 AAB, Buenos Aires, Argentina",Almagro
Milk,69,Carrefour,"Supermercados Día, C1426AJS AJS, Amenábar 1145, C1426 Buenos Aires, Argentina",Retiro
Milk,122,Supermercados Día,"Carrefour Market, Av. Rivadavia 3221, C1179 CABA, Argentina",Recoleta 
Milk,65,Jumbo,"Supermercados Día, Junín 638, C1026 ABN, Buenos Aires, Argentina",Retiro
Milk,66,Carrefour,"Jumba, Av. Cerviño 4860, C1425 AIO, Buenos Aires, Argentina",Palermo
Milk,40.25,Carrefour,"Carrefour Market, Av. Rivadavia 2243, C1034 CABA, Argentina",Caballito 
Milk,65,Carrefour,"Av. Santa Fe 3368, C1425 CABA",Almagro
Milk,51.9,Carrefour,"Carrefour Market, Raúl Scalabrini Ortíz 1840, C1414 CABA, Argentina",Caballito 
Milk,40.25,Supermercados Día,"Carrefour Market, Av. Corrientes 1160, 1043 CABA, Argentina",Retiro
Milk,60,Jumbo,"Supermercados Día, Av. Corrientes 3534, C1194 AAO, Buenos Aires, Argentina",Monserrat
Milk,65,Jumbo,"Jumbo, Av. Santa Fe 4950, C1425 BHY, Buenos Aires, Argentina",Palermo
Milk,45.99,Supermercados Día,"Jumbo, Guardia Vieja 4558, C1192 CABA, Argentina",Palermo
Milk,52.99,Supermercados Día,"Supermercados Día, Buenos Aires, Paraguay 788, C1057 AAJ, Argentina",Recoleta 
Milk,316,Carrefour,"Supermercados Día, Buenos Aires, Defensa 748, C1065 AAN, Argentina",Recoleta 
Milk,16.84,Carrefour,"235, New Taipei City, Zhonghe District, Section 2, Zhongshan Road, 295號B1",Monserrat
Milk,322,Carrefour,"Carrefour, No. 1, Guilin Road, Wanhua District, Taipei City, Taiwan 108",Colegiales
Milk,170,Carrefour,"Carrefour, 100, Taiwan, Taipei City, Zhongzheng District, Section 2, Jinan Road, 46號B1",Almagro
Milk,198,Carrefour,"Carrefour, No. 276號, Jinzhou Street, Zhongshan District, Taipei City, Taiwan 10477",Monserrat
Milk,64.99,Supermercados Día,"Carrefour, No. 499-1, Zhonghe Road, Yonghe District, New Taipei City, Taiwan 234",Palermo
Milk,,,"Sarmiento 3978, C1425 FGQ, Argentina",Monserrat
Milk,65,Jumbo,,Palermo
Milk,66,Carrefour,"Arenales 870, C1061 CABA",Palermo
Milk,65,Carrefour,"Carrefour Market, Av. Santa Fe 1954, C1123 CABA, Argentina",Palermo
Milk,,Supermercados Día,"Carrefour Market, Vicente López 1676, C1018 ABB, Buenos Aires, Argentina",Almagro
Milk,45,Jumbo,"Supermercados Día, Fitz Roy 2292, C1425 FVD, Buenos Aires, Argentina",Palermo
Milk,44.29,Supermercados Día,"Av. Acoyte 702, C1405 BGS, Buenos Aires",
Milk,29,Supermercados Día,"Supermercados Día, Av. Rivadavia 3566, C1204 AAN, Buenos Aires, Argentina",Retiro
Milk,51.99,Carrefour,"Av. Gaona 1290, Buenos Aires",Villa Crespo
Milk,68.99,Supermercados Día,"Carrefour Market, Av. Córdoba 1631, C1055 CABA, Argentina",Zhonghe District
Milk,49,Supermercados Día,"Supermercados Día, Av. Rivadavia 674, C1002 AAR, Buenos Aires, Argentina",Wanhua District
Milk,49,Carrefour,"Supermercados Día, Buenos Aires, Raúl Scalabrini Ortíz 3170, C1425 DBZ, Argentina",Zhonghe District
Milk,59,Carrefour,"Carrefour Market, Raúl Scalabrini Ortíz 3128, C1425 CABA, Argentina",Zhonghe District
Milk,73,Jumbo,"Av. Córdoba 2529, C1120 CABA",Yonghe Distric
Milk,40.3,Supermercados Día,"Av. Gral. Las Heras 2564, C1425ASP CABA",Almagro
Milk,40.3,Supermercados Día,"Supermercados Día, Av. Rivadavia 1177, C1033 AAB, Buenos Aires, Argentina",Retiro
Milk,49.9,Carrefour,"Supermercados Día, C1426AJS AJS, Amenábar 1145, C1426 Buenos Aires, Argentina",Recoleta 
Milk,68.99,Supermercados Día,"Carrefour Market, Av. Rivadavia 3221, C1179 CABA, Argentina",Retiro
Milk,70,Jumbo,"Supermercados Día, Junín 638, C1026 ABN, Buenos Aires, Argentina",Palermo
Milk,,Carrefour,"Jumba, Av. Cerviño 4860, C1425 AIO, Buenos Aires, Argentina",Caballito 
Milk,65,Carrefour,"Carrefour Market, Av. Rivadavia 2243, C1034 CABA, Argentina",Almagro
Milk,49,Carrefour,"Av. Santa Fe 3368, C1425 CABA",Caballito 
Milk,218.5,Carrefour,"Carrefour Market, Raúl Scalabrini Ortíz 1840, C1414 CABA, Argentina",Retiro
Milk,68.99,Supermercados Día,"Carrefour Market, Av. Corrientes 1160, 1043 CABA, Argentina",Monserrat
Milk,65,Jumbo,"Supermercados Día, Av. Corrientes 3534, C1194 AAO, Buenos Aires, Argentina",Palermo
Milk,69,Jumbo,"Jumbo, Av. Santa Fe 4950, C1425 BHY, Buenos Aires, Argentina",Palermo
Milk,31.99,Supermercados Día,"Jumbo, Guardia Vieja 4558, C1192 CABA, Argentina",Recoleta 
Milk,64.99,Supermercados Día,"Supermercados Día, Buenos Aires, Paraguay 788, C1057 AAJ, Argentina",Recoleta 
Milk,168,Carrefour,"Supermercados Día, Buenos Aires, Defensa 748, C1065 AAN, Argentina",Monserrat
Milk,15.14,Carrefour,"235, New Taipei City, Zhonghe District, Section 2, Zhongshan Road, 295號B1",Colegiales
Milk,458,Carrefour,"Carrefour, No. 1, Guilin Road, Wanhua District, Taipei City, Taiwan 108",Almagro
Milk,324,Carrefour,"Carrefour, 100, Taiwan, Taipei City, Zhongzheng District, Section 2, Jinan Road, 46號B1",Monserrat
Milk,168,Carrefour,"Carrefour, No. 276號, Jinzhou Street, Zhongshan District, Taipei City, Taiwan 10477",Palermo
Milk,52.99,Supermercados Día,"Carrefour, No. 499-1, Zhonghe Road, Yonghe District, New Taipei City, Taiwan 234",Monserrat
Milk,,,"Sarmiento 3978, C1425 FGQ, Argentina",Palermo
Milk,67,Jumbo,,Palermo
Milk,56,Carrefour,"Arenales 870, C1061 CABA",Palermo
Milk,57,Carrefour,"Carrefour Market, Av. Santa Fe 1954, C1123 CABA, Argentina",Almagro
Milk,,Supermercados Día,"Carrefour Market, Vicente López 1676, C1018 ABB, Buenos Aires, Argentina",Palermo
Milk,70,Jumbo,"Supermercados Día, Fitz Roy 2292, C1425 FVD, Buenos Aires, Argentina",
Milk,44.99,Supermercados Día,"Av. Acoyte 702, C1405 BGS, Buenos Aires",Retiro
Milk,67,Supermercados Día,"Supermercados Día, Av. Rivadavia 3566, C1204 AAN, Buenos Aires, Argentina",Villa Crespo
Milk,53.2,Carrefour,"Av. Gaona 1290, Buenos Aires",Zhonghe District
Milk,53.1,Supermercados Día,"Carrefour Market, Av. Córdoba 1631, C1055 CABA, Argentina",Wanhua District
Milk,56,Supermercados Día,"Supermercados Día, Av. Rivadavia 674, C1002 AAR, Buenos Aires, Argentina",Zhonghe District
Milk,56,Carrefour,"Supermercados Día, Buenos Aires, Raúl Scalabrini Ortíz 3170, C1425 DBZ, Argentina",Zhonghe District
Milk,67,Carrefour,"Carrefour Market, Raúl Scalabrini Ortíz 3128, C1425 CABA, Argentina",Yonghe Distric
Milk,60,Jumbo,"Av. Córdoba 2529, C1120 CABA",Almagro
Milk,44.3,Supermercados Día,"Av. Gral. Las Heras 2564, C1425ASP CABA",Retiro
Milk,44.3,Supermercados Día,"Supermercados Día, Av. Rivadavia 1177, C1033 AAB, Buenos Aires, Argentina",Recoleta 
Milk,45,Carrefour,"Supermercados Día, C1426AJS AJS, Amenábar 1145, C1426 Buenos Aires, Argentina",Retiro
Milk,52.4,Supermercados Día,"Carrefour Market, Av. Rivadavia 3221, C1179 CABA, Argentina",Palermo
Milk,,Jumbo,"Supermercados Día, Junín 638, C1026 ABN, Buenos Aires, Argentina",Caballito 
Milk,,Carrefour,"Jumba, Av. Cerviño 4860, C1425 AIO, Buenos Aires, Argentina",Almagro
Milk,71,Carrefour,"Carrefour Market, Av. Rivadavia 2243, C1034 CABA, Argentina",Caballito 
Milk,,Carrefour,"Av. Santa Fe 3368, C1425 CABA",Retiro
Butter,545,Carrefour,"Carrefour Market, Raúl Scalabrini Ortíz 1840, C1414 CABA, Argentina",Monserrat
Butter,489.98,Supermercados Día,"Carrefour Market, Av. Corrientes 1160, 1043 CABA, Argentina",Palermo
Butter,125,Jumbo,"Supermercados Día, Av. Corrientes 3534, C1194 AAO, Buenos Aires, Argentina",Palermo
Butter,69,Jumbo,"Jumbo, Av. Santa Fe 4950, C1425 BHY, Buenos Aires, Argentina",Recoleta 
Butter,93.99,Supermercados Día,"Jumbo, Guardia Vieja 4558, C1192 CABA, Argentina",Recoleta 
Butter,504.95,Supermercados Día,"Supermercados Día, Buenos Aires, Paraguay 788, C1057 AAJ, Argentina",Monserrat
Butter,210,Carrefour,"Supermercados Día, Buenos Aires, Defensa 748, C1065 AAN, Argentina",Colegiales
Butter,105,Carrefour,"235, New Taipei City, Zhonghe District, Section 2, Zhongshan Road, 295號B1",Almagro
Butter,370,Carrefour,"Carrefour, No. 1, Guilin Road, Wanhua District, Taipei City, Taiwan 108",Monserrat
Butter,310,Carrefour,"Carrefour, 100, Taiwan, Taipei City, Zhongzheng District, Section 2, Jinan Road, 46號B1",Palermo
Butter,220,Carrefour,"Carrefour, No. 276號, Jinzhou Street, Zhongshan District, Taipei City, Taiwan 10477",Monserrat
Butter,599.95,Supermercados Día,"Carrefour, No. 499-1, Zhonghe Road, Yonghe District, New Taipei City, Taiwan 234",Palermo
Butter,,,"Sarmiento 3978, C1425 FGQ, Argentina",Palermo
Butter,750,Jumbo,,Palermo
Butter,105,Carrefour,"Arenales 870, C1061 CABA",Almagro
Butter,71,Carrefour,"Carrefour Market, Av. Santa Fe 1954, C1123 CABA, Argentina",Palermo
Butter,,Supermercados Día,"Carrefour Market, Vicente López 1676, C1018 ABB, Buenos Aires, Argentina",
Butter,125.9,Jumbo,"Supermercados Día, Fitz Roy 2292, C1425 FVD, Buenos Aires, Argentina",Retiro
Butter,53.29,Supermercados Día,"Av. Acoyte 702, C1405 BGS, Buenos Aires",Villa Crespo
Butter,139,Supermercados Día,"Supermercados Día, Av. Rivadavia 3566, C1204 AAN, Buenos Aires, Argentina",Zhonghe District
Butter,505,Carrefour,"Av. Gaona 1290, Buenos Aires",Wanhua District
Butter,589.94,Supermercados Día,"Carrefour Market, Av. Córdoba 1631, C1055 CABA, Argentina",Zhonghe District
Butter,495,Supermercados Día,"Supermercados Día, Av. Rivadavia 674, C1002 AAR, Buenos Aires, Argentina",Zhonghe District
Butter,107,Carrefour,"Supermercados Día, Buenos Aires, Raúl Scalabrini Ortíz 3170, C1425 DBZ, Argentina",Yonghe Distric
Butter,620,Carrefour,"Carrefour Market, Raúl Scalabrini Ortíz 3128, C1425 CABA, Argentina",Almagro
Butter,545,Jumbo,"Av. Córdoba 2529, C1120 CABA",Retiro
Butter,750,Supermercados Día,"Av. Gral. Las Heras 2564, C1425ASP CABA",Recoleta 
Butter,740,Supermercados Día,"Supermercados Día, Av. Rivadavia 1177, C1033 AAB, Buenos Aires, Argentina",Retiro
Butter,101,Carrefour,"Supermercados Día, C1426AJS AJS, Amenábar 1145, C1426 Buenos Aires, Argentina",Palermo
Butter,495,Supermercados Día,"Carrefour Market, Av. Rivadavia 3221, C1179 CABA, Argentina",Caballito 
Butter,650,Jumbo,"Supermercados Día, Junín 638, C1026 ABN, Buenos Aires, Argentina",Almagro
Butter,,Carrefour,"Jumba, Av. Cerviño 4860, C1425 AIO, Buenos Aires, Argentina",Caballito 
Butter,121,Carrefour,"Carrefour Market, Av. Rivadavia 2243, C1034 CABA, Argentina",Retiro
Butter,76,Carrefour,"Av. Santa Fe 3368, C1425 CABA",Monserrat
Butter,525,Carrefour,"Carrefour Market, Raúl Scalabrini Ortíz 1840, C1414 CABA, Argentina",Palermo
Butter,497.45,Supermercados Día,"Carrefour Market, Av. Corrientes 1160, 1043 CABA, Argentina",Palermo
Butter,130,Jumbo,"Supermercados Día, Av. Corrientes 3534, C1194 AAO, Buenos Aires, Argentina",Recoleta 
Butter,124.7,Jumbo,"Jumbo, Av. Santa Fe 4950, C1425 BHY, Buenos Aires, Argentina",Recoleta 
Butter,74.99,Supermercados Día,"Jumbo, Guardia Vieja 4558, C1192 CABA, Argentina",Monserrat
Butter,526.9,Supermercados Día,"Supermercados Día, Buenos Aires, Paraguay 788, C1057 AAJ, Argentina",Colegiales
Butter,304,Carrefour,"Supermercados Día, Buenos Aires, Defensa 748, C1065 AAN, Argentina",Almagro
Butter,82,Carrefour,"235, New Taipei City, Zhonghe District, Section 2, Zhongshan Road, 295號B1",Monserrat
Butter,100,Carrefour,"Carrefour, No. 1, Guilin Road, Wanhua District, Taipei City, Taiwan 108",Palermo
Butter,370,Carrefour,"Carrefour, 100, Taiwan, Taipei City, Zhongzheng District, Section 2, Jinan Road, 46號B1",Monserrat
Butter,310,Carrefour,"Carrefour, No. 276號, Jinzhou Street, Zhongshan District, Taipei City, Taiwan 10477",Palermo
Butter,532.9,Supermercados Día,"Carrefour, No. 499-1, Zhonghe Road, Yonghe District, New Taipei City, Taiwan 234",Palermo
Butter,,,"Sarmiento 3978, C1425 FGQ, Argentina",Palermo
Butter,525,Jumbo,,Almagro
Butter,109,Carrefour,"Arenales 870, C1061 CABA",Palermo
Butter,56,Carrefour,"Carrefour Market, Av. Santa Fe 1954, C1123 CABA, Argentina",
Butter,,Supermercados Día,"Carrefour Market, Vicente López 1676, C1018 ABB, Buenos Aires, Argentina",Retiro
Butter,90,Jumbo,"Supermercados Día, Fitz Roy 2292, C1425 FVD, Buenos Aires, Argentina",Villa Crespo
Butter,99.69,Supermercados Día,"Av. Acoyte 702, C1405 BGS, Buenos Aires",Zhonghe District
Butter,175,Supermercados Día,"Supermercados Día, Av. Rivadavia 3566, C1204 AAN, Buenos Aires, Argentina",Wanhua District
Butter,605.34,Carrefour,"Av. Gaona 1290, Buenos Aires",Zhonghe District
Butter,532.9,Supermercados Día,"Carrefour Market, Av. Córdoba 1631, C1055 CABA, Argentina",Zhonghe District
Butter,750,Supermercados Día,"Supermercados Día, Av. Rivadavia 674, C1002 AAR, Buenos Aires, Argentina",Yonghe Distric
Butter,94,Carrefour,"Supermercados Día, Buenos Aires, Raúl Scalabrini Ortíz 3170, C1425 DBZ, Argentina",Almagro
Butter,470,Carrefour,"Carrefour Market, Raúl Scalabrini Ortíz 3128, C1425 CABA, Argentina",Retiro
Butter,623,Jumbo,"Av. Córdoba 2529, C1120 CABA",Recoleta 
Butter,623.45,Supermercados Día,"Av. Gral. Las Heras 2564, C1425ASP CABA",Retiro
Butter,620,Supermercados Día,"Supermercados Día, Av. Rivadavia 1177, C1033 AAB, Buenos Aires, Argentina",Palermo
Butter,94,Carrefour,"Supermercados Día, C1426AJS AJS, Amenábar 1145, C1426 Buenos Aires, Argentina",Caballito 
Butter,85,Supermercados Día,"Carrefour Market, Av. Rivadavia 3221, C1179 CABA, Argentina",Almagro
Butter,570,Jumbo,"Supermercados Día, Junín 638, C1026 ABN, Buenos Aires, Argentina",Caballito 
Butter,,Carrefour,"Jumba, Av. Cerviño 4860, C1425 AIO, Buenos Aires, Argentina",Retiro
Butter,167,Carrefour,"Carrefour Market, Av. Rivadavia 2243, C1034 CABA, Argentina",Monserrat
Butter,94,Carrefour,"Av. Santa Fe 3368, C1425 CABA",Palermo
Butter,680,Carrefour,"Carrefour Market, Raúl Scalabrini Ortíz 1840, C1414 CABA, Argentina",Palermo
Butter,532.9,Supermercados Día,"Carrefour Market, Av. Corrientes 1160, 1043 CABA, Argentina",Recoleta 
Butter,94,Jumbo,"Supermercados Día, Av. Corrientes 3534, C1194 AAO, Buenos Aires, Argentina",Recoleta 
Butter,130,Jumbo,"Jumbo, Av. Santa Fe 4950, C1425 BHY, Buenos Aires, Argentina",Monserrat
Butter,69,Supermercados Día,"Jumbo, Guardia Vieja 4558, C1192 CABA, Argentina",Colegiales
Butter,498.45,Supermercados Día,"Supermercados Día, Buenos Aires, Paraguay 788, C1057 AAJ, Argentina",Almagro
Butter,372,Carrefour,"Supermercados Día, Buenos Aires, Defensa 748, C1065 AAN, Argentina",Monserrat
Butter,100,Carrefour,"235, New Taipei City, Zhonghe District, Section 2, Zhongshan Road, 295號B1",Palermo
Butter,136,Carrefour,"Carrefour, No. 1, Guilin Road, Wanhua District, Taipei City, Taiwan 108",Monserrat
Butter,,Carrefour,"Carrefour, 100, Taiwan, Taipei City, Zhongzheng District, Section 2, Jinan Road, 46號B1",Palermo
Butter,370,Carrefour,"Carrefour, No. 276號, Jinzhou Street, Zhongshan District, Taipei City, Taiwan 10477",Palermo
Butter,690,Supermercados Día,"Carrefour, No. 499-1, Zhonghe Road, Yonghe District, New Taipei City, Taiwan 234",Palermo
Butter,,,"Sarmiento 3978, C1425 FGQ, Argentina",Almagro
Butter,650,Jumbo,,Palermo
Butter,101,Carrefour,"Arenales 870, C1061 CABA",
Butter,69,Carrefour,"Carrefour Market, Av. Santa Fe 1954, C1123 CABA, Argentina",Retiro
Butter,,Supermercados Día,"Carrefour Market, Vicente López 1676, C1018 ABB, Buenos Aires, Argentina",Villa Crespo
Butter,172,Jumbo,"Supermercados Día, Fitz Roy 2292, C1425 FVD, Buenos Aires, Argentina",Zhonghe District
Butter,74.99,Supermercados Día,"Av. Acoyte 702, C1405 BGS, Buenos Aires",Wanhua District
Butter,153,Supermercados Día,"Supermercados Día, Av. Rivadavia 3566, C1204 AAN, Buenos Aires, Argentina",Zhonghe District
Butter,634.4,Carrefour,"Av. Gaona 1290, Buenos Aires",Zhonghe District
Butter,548.41,Supermercados Día,"Carrefour Market, Av. Córdoba 1631, C1055 CABA, Argentina",Yonghe Distric
Butter,535,Supermercados Día,"Supermercados Día, Av. Rivadavia 674, C1002 AAR, Buenos Aires, Argentina",Almagro
Butter,495,Carrefour,"Supermercados Día, Buenos Aires, Raúl Scalabrini Ortíz 3170, C1425 DBZ, Argentina",Retiro
Butter,835,Carrefour,"Carrefour Market, Raúl Scalabrini Ortíz 3128, C1425 CABA, Argentina",Recoleta 
Butter,650,Jumbo,"Av. Córdoba 2529, C1120 CABA",Retiro
Butter,,Supermercados Día,"Av. Gral. Las Heras 2564, C1425ASP CABA",Palermo
Butter,640.6,Supermercados Día,"Supermercados Día, Av. Rivadavia 1177, C1033 AAB, Buenos Aires, Argentina",Caballito 
Butter,167,Carrefour,"Supermercados Día, C1426AJS AJS, Amenábar 1145, C1426 Buenos Aires, Argentina",Almagro
Butter,220,Supermercados Día,"Carrefour Market, Av. Rivadavia 3221, C1179 CABA, Argentina",Caballito 
Butter,,Jumbo,"Supermercados Día, Junín 638, C1026 ABN, Buenos Aires, Argentina",Retiro
Butter,,Carrefour,"Jumba, Av. Cerviño 4860, C1425 AIO, Buenos Aires, Argentina",Monserrat
Butter,124,Carrefour,"Carrefour Market, Av. Rivadavia 2243, C1034 CABA, Argentina",Palermo
Butter,105,Carrefour,"Av. Santa Fe 3368, C1425 CABA",Palermo
Eggs,9.83,Carrefour,"Carrefour Market, Raúl Scalabrini Ortíz 1840, C1414 CABA, Argentina",Recoleta 
Eggs,9.83,Supermercados Día,"Carrefour Market, Av. Corrientes 1160, 1043 CABA, Argentina",Recoleta 
Eggs,92.9,Jumbo,"Supermercados Día, Av. Corrientes 3534, C1194 AAO, Buenos Aires, Argentina",Monserrat
Eggs,185,Jumbo,"Jumbo, Av. Santa Fe 4950, C1425 BHY, Buenos Aires, Argentina",Colegiales
Eggs,67.99,Supermercados Día,"Jumbo, Guardia Vieja 4558, C1192 CABA, Argentina",Almagro
